X,Y,Pop,ele,Distance=5000 Number of People=1000,Distance=10000 Number of People=1000,Distance=15000 Number of People=1000,Distance=20000 Number of People=1000,Distance=25000 Number of People=1000,Distance=30000 Number of People=2000,Distance=35000 Number of People=2000,Distance=40000 Number of People=2000,Distance=45000 Number of People=2000,Distance=50000 Number of People=3000
-628692.0035,1470939.006,1673.816459,0,0,0,0,0,1,1,1,1,1,1
3537506.732,-1494927.725,1129.577917,0,0,0,0,0,1,1,1,1,1,1
-165781.0331,588943.4876,1659.241075,0,0,0,1,1,1,1,1,1,1,1
4010480.983,2084573.619,1179.575531,0,0,0,0,0,1,1,1,1,1,1
890863.5734,1235686.688,20138.17393,0,0,0,1,1,1,1,1,1,1,1
528585.4234,1450406.538,8805.603317,0,0,0,1,1,1,1,1,1,1,1
2994089.505,-2289625.857,336.1774692,0,0,0,0,0,0,0,0,0,0,0
4070860.676,-151626.531,2545.746231,1,1,1,1,1,1,1,1,1,1,1
4040670.829,890923.8474,17034.76405,0,0,0,1,1,1,1,1,1,1,1
3748835.653,-1961894.975,485.3375779,0,0,0,0,0,0,0,0,0,0,0
-840020.925,1440145.999,28879.16197,0,0,0,1,1,1,1,1,1,1,1
1635546.44,-1025767.581,15632.78022,1,1,1,1,1,1,1,1,1,1,1
1897191.77,-2612531.922,8.667898245,0,0,0,0,0,0,0,0,0,0,0
3336241.092,-3474202.253,6837.662008,1,1,1,1,1,1,1,1,1,1,1
3376494.22,-2919867.913,597.6492333,0,0,0,0,0,0,0,0,0,0,0
880800.2919,1532629.578,7011.360859,0,0,0,1,1,1,1,1,1,1,1
236750.2456,820304.5461,12796.94951,0,0,0,1,1,1,1,1,1,1,1
830483.8821,1429889.216,11667.32234,0,0,0,1,1,1,1,1,1,1,1
3849468.472,-612387.9918,793.99644,0,0,0,0,0,0,0,0,0,0,0
2078330.846,-2151512.226,17.33579649,0,0,0,0,0,0,0,0,0,0,0
2732444.174,-2820401.506,283.8831962,0,0,0,0,0,0,0,0,0,0,0
1665736.285,-451877.0589,3409.404158,0,0,0,1,1,1,1,1,1,1,1
-779641.2329,1399141.133,7476.22477,0,0,0,1,1,1,1,1,1,1,1
699661.2165,1409386.813,290211.3755,1,1,1,1,1,1,1,1,1,1,1
3879658.318,-954927.8795,3907.002313,0,0,0,1,1,1,1,1,1,1,1
3215481.708,-2688792.88,510.6496613,0,0,0,0,0,0,0,0,0,0,0
3577759.859,188277.3077,7700.711237,0,0,0,1,1,1,1,1,1,1,1
870737.0096,2021381.342,90.28522963,0,0,0,0,0,0,0,0,0,0,0
4372759.135,1002125.965,19910.09799,0,0,0,1,1,1,1,1,1,1,1
-336856.8266,1276469.144,3715.172087,0,0,0,1,1,1,1,1,1,1,1
3678392.679,2084573.619,716.4535945,0,0,0,0,0,0,0,0,0,0,0
3950101.292,-21665.018,48306.2796,0,0,0,1,1,1,1,1,1,1,1
2883393.403,-3382103.126,687.1705319,0,0,0,0,0,0,0,0,0,0,0
438015.8848,1378660.68,5574.432698,0,0,0,1,1,1,1,1,1,1,1
-1785969.43,1822533.77,2632.895962,0,0,0,1,1,1,1,1,1,1,1
1041812.803,1388899.099,7325.75575,0,0,0,1,1,1,1,1,1,1,1
-145654.4694,921222.8875,167.9725532,0,0,0,0,0,0,0,0,0,0,0
3376494.22,-1515493.808,946.8848421,0,0,0,0,0,0,0,0,0,0,0
2551305.099,-3497332.122,34.04331076,0,0,0,0,0,0,0,0,0,0,0
3628076.269,-2461078.384,391.8651555,0,0,0,0,0,0,0,0,0,0,0
3487190.322,-1673.1464,3966.52563,0,0,1,1,1,1,1,1,1,1,1
3899784.882,38310.748,26781.64761,0,0,1,1,1,1,1,1,1,1,1
3789088.78,-211627.2222,62388.32651,0,0,0,1,1,1,1,1,1,1,1
3748835.653,1853808.842,1486.344335,0,0,0,0,0,1,1,1,1,1,1
3124912.171,-3222490.113,258.4769891,0,0,0,0,0,0,0,0,0,0,0
951243.2659,1307090.611,57340.52118,1,1,1,1,1,1,1,1,1,1,1
699661.2165,860645.2992,48924.78115,0,0,0,1,1,1,1,1,1,1,1
-296603.6983,992004.3666,601.922083,0,0,0,0,0,0,0,0,0,0,0
4241936.469,911120.8869,48041.74359,0,0,0,1,1,1,1,1,1,1,1
2380229.305,-3909392.224,73.13007496,0,0,0,0,0,0,0,0,0,0,0
1907255.053,-3359181.531,93.30388874,0,0,0,0,0,0,0,0,0,0,0
4322442.724,1327521.828,29950.8065,0,0,0,1,1,1,1,1,1,1,1
2088394.128,468567.1252,5478.289872,0,0,0,1,1,1,1,1,1,1,1
2048141.0,-2162100.326,10.40147789,0,0,0,0,0,0,0,0,0,0,0
3134975.453,-2067015.236,852.2965039,0,0,0,0,0,0,0,0,0,0,0
3728709.089,-311673.8177,36555.32619,0,0,0,1,1,1,1,1,1,1,1
4402948.981,1215314.746,32729.00079,0,0,0,1,1,1,1,1,1,1,1
2028014.436,-3267896.708,5.200738947,0,0,0,0,0,0,0,0,0,0,0
971369.8296,1307090.611,57340.52118,1,1,1,1,1,1,1,1,1,1,1
2380229.305,-2450312.772,35.48539953,0,0,0,0,0,0,0,0,0,0,0
3879658.318,-1005514.906,12557.73973,0,0,0,1,1,1,1,1,1,1,1
1977698.026,-2942063.361,13.86863719,0,0,0,0,0,0,0,0,0,0,0
-1011096.719,1419636.164,718.0159741,0,0,0,0,0,0,0,0,0,0,0
3940038.01,-632477.6769,3279.452718,0,0,0,1,1,1,1,1,1,1,1
-467679.4923,679364.5422,10804.05219,0,0,0,1,1,1,1,1,1,1,1
2239343.357,-2504209.624,35.48539953,0,0,0,0,0,0,0,0,0,0,0
3547570.013,-1899077.708,9381.194001,0,0,0,1,1,1,1,1,1,1,1
2792823.865,-1218723.781,2306.393883,1,1,1,1,1,1,1,1,1,1,1
2339976.177,-3945392.813,201.7381378,0,0,0,0,0,0,0,0,0,0,0
4000417.702,2084573.619,1181.554685,0,0,0,0,0,1,1,1,1,1,1
3185291.862,-261642.2601,44425.88468,0,0,0,1,1,1,1,1,1,1,1
1323584.699,-491973.2452,11555.89089,1,1,1,1,1,1,1,1,1,1,1
3235608.272,-1763592.003,267.3557201,0,0,0,0,0,0,0,0,0,0,0
1363837.826,1012250.134,5980.62534,0,0,0,1,1,1,1,1,1,1,1
4241936.469,-101636.7093,21090.9613,0,0,1,1,1,1,1,1,1,1,1
4151366.931,-1763592.003,3255.356865,0,0,0,1,1,1,1,1,1,1,1
3054469.197,-1330943.008,1470.456461,0,0,0,0,0,1,1,1,1,1,1
4262063.033,1276469.144,26761.0933,0,0,0,1,1,1,1,1,1,1,1
2430545.715,-3336300.461,119.7820193,0,0,0,0,0,0,0,0,0,0,0
-115464.6233,1133950.408,1163.517198,0,0,0,0,0,1,1,1,1,1,1
2752570.738,-1046030.787,1503.749471,0,0,0,0,0,1,1,1,1,1,1
1625483.157,-1178013.228,1862.43281,1,1,1,1,1,1,1,1,1,1,1
-668945.131,1083193.528,2003.412306,0,0,0,1,1,1,1,1,1,1,1
-14831.8037,1022376.899,925.8974885,0,0,0,0,0,0,0,0,0,0,0
3547570.013,1429889.216,5090.382997,0,0,0,1,1,1,1,1,1,1,1
4423075.544,-381751.7864,9135.22331,0,0,0,1,1,1,1,1,1,1,1
-125527.9048,699476.4415,1943.975037,1,1,1,1,1,1,1,1,1,1,1
-608565.4398,1093339.224,1478.751864,0,0,0,0,0,1,1,1,1,1,1
890863.5734,1307090.611,571.5273363,0,0,0,0,0,0,0,0,0,0,0
4040670.829,-1659913.931,4691.596586,0,0,0,1,1,1,1,1,1,1,1
3758898.935,-481947.3939,10169.00256,0,0,0,1,1,1,1,1,1,1,1
377636.1936,890923.8474,26371.90423,0,0,0,1,1,1,1,1,1,1,1
4141303.649,1032506.287,24655.81194,0,0,0,1,1,1,1,1,1,1,1
3295987.964,-391766.5822,54770.90534,1,1,1,1,1,1,1,1,1,1,1
-1323058.46,1022376.899,4751.954091,0,0,0,1,1,1,1,1,1,1,1
3678392.679,1460670.863,9992.746405,0,0,0,1,1,1,1,1,1,1,1
3145038.734,-3211162.54,335.3896541,0,0,0,0,0,0,0,0,0,0,0
770104.19,1164439.371,11840.82171,0,0,0,1,1,1,1,1,1,1,1
-648818.5673,1123793.297,2296.287827,0,0,0,1,1,1,1,1,1,1,1
4090987.239,-1649570.703,3774.847828,0,0,0,1,1,1,1,1,1,1,1
4191620.059,-1805192.567,3255.356865,0,0,0,1,1,1,1,1,1,1,1
3618012.987,-2353724.392,7761.806153,0,0,0,1,1,1,1,1,1,1,1
2561368.38,-1157676.3,3493.437275,1,1,1,1,1,1,1,1,1,1,1
1102192.495,508671.4124,1458.132196,0,0,0,0,0,1,1,1,1,1,1
2490925.407,-3462653.249,31.52158403,0,0,0,0,0,0,0,0,0,0,0
1846875.361,-2332332.614,67.60960631,0,0,0,0,0,0,0,0,0,0,0
4030607.548,-733026.6052,2606.91749,0,0,0,1,1,1,1,1,1,1,1
2038077.718,-2515009.812,1.733579649,0,0,0,0,0,0,0,0,0,0,0
3879658.318,88292.981,58348.56983,1,1,1,1,1,1,1,1,1,1,1
2883393.403,-2743492.726,257.7360597,0,0,0,0,0,0,0,0,0,0,0
3849468.472,-582265.0591,11338.62905,1,1,1,1,1,1,1,1,1,1,1
4413012.262,941433.9853,20975.1019,0,0,0,1,1,1,1,1,1,1,1
2923646.531,-1147512.328,1660.893708,0,0,0,0,0,1,1,1,1,1,1
3215481.708,-542121.7077,6445.331333,0,0,0,1,1,1,1,1,1,1,1
1243078.442,398429.3115,6429.860181,0,0,0,1,1,1,1,1,1,1,1
25421.3246,719595.4558,1663.337966,0,0,0,0,0,1,1,1,1,1,1
4231873.187,-181624.8144,17998.98864,0,0,1,1,1,1,1,1,1,1,1
4030607.548,1470939.006,1717.905304,0,0,0,1,1,1,1,1,1,1,1
3537506.732,-2886637.938,467.780307,0,0,0,0,0,0,0,0,0,0,0
1494660.492,-1025767.581,483.2126848,0,0,0,0,0,0,0,0,0,0,0
1142445.623,679364.5422,31073.2999,1,1,1,1,1,1,1,1,1,1,1
4040670.829,-884207.9979,227.1774517,0,0,0,0,0,0,0,0,0,0,0
-1514260.817,1843378.915,916.6357415,0,0,0,0,0,0,0,0,0,0,0
1182698.751,609025.9328,560023.3242,1,1,1,1,1,1,1,1,1,1,1
1152508.905,28314.6929,143.0496964,0,0,0,0,0,0,0,0,0,0,0
4121177.085,-1836443.297,6521.499009,0,0,0,1,1,1,1,1,1,1,1
387699.475,1409386.813,10941.14428,0,0,0,1,1,1,1,1,1,1,1
1424217.518,-441855.9353,404.7800052,0,0,0,0,0,0,0,0,0,0,0
1927381.617,-2077557.461,12.13505754,0,0,0,0,0,0,0,0,0,0,0
2672064.482,-1951412.446,211.6566118,0,0,0,0,0,0,0,0,0,0,0
1041812.803,1337742.594,8509.633803,0,0,0,1,1,1,1,1,1,1,1
2833076.993,-2765427.046,334.3098166,0,0,0,0,0,0,0,0,0,0,0
-890337.3348,1286672.955,951.1380436,0,0,0,0,0,0,0,0,0,0,0
-497869.3375,1164439.371,2115.896074,0,0,0,1,1,1,1,1,1,1,1
-759514.6691,588943.4876,2078.877164,0,0,0,1,1,1,1,1,1,1,1
4251999.751,-692786.1027,341.8908184,0,0,0,0,0,0,0,0,0,0,0
3658266.114,2042423.3,983.6393272,0,0,0,0,0,0,0,0,0,0,0
3567696.577,-2439553.969,2851.534939,0,0,0,0,0,0,0,0,0,0,0
1293394.852,1062910.465,4878.394049,0,0,0,1,1,1,1,1,1,1,1
2108520.692,-3256530.525,6.934318596,0,0,0,0,0,0,0,0,0,0,0
649344.8067,598983.9502,7662.548644,0,0,0,1,1,1,1,1,1,1,1
2943773.095,-2003878.087,2020.763651,0,0,0,1,1,1,1,1,1,1,1
1736179.259,-1402570.632,5317.767737,1,1,1,1,1,1,1,1,1,1,1
1544976.902,-411799.1734,3340.0133,0,0,0,1,1,1,1,1,1,1,1
2963899.659,-3754673.214,1484.036176,1,1,1,1,1,1,1,1,1,1,1
3426810.63,48306.9014,17567.83621,0,0,0,1,1,1,1,1,1,1,1
4262063.033,1073050.616,25353.45131,0,0,0,1,1,1,1,1,1,1,1
810357.3184,518700.6414,144447.4107,1,1,1,1,1,1,1,1,1,1,1
508458.8596,981885.3116,3908.838746,0,0,0,1,1,1,1,1,1,1,1
3980291.138,178277.1536,1041.140689,0,0,0,0,0,1,1,1,1,1,1
4131240.368,-813598.8281,8695.723051,0,0,0,1,1,1,1,1,1,1,1
3567696.577,2052952.531,364.164258,0,0,0,0,0,0,0,0,0,0,0
-668945.131,1429889.216,10124.49148,0,0,0,1,1,1,1,1,1,1,1
2893456.685,-2035421.953,205.6585531,0,0,0,0,0,0,0,0,0,0,0
3537506.732,-3075963.344,3082.522602,0,0,0,1,1,1,1,1,1,1,1
2984026.223,-3031189.273,442.5630398,0,0,0,0,0,0,0,0,0,0,0
3426810.63,1399141.133,1492.281796,0,0,0,0,0,1,1,1,1,1,1
3658266.114,1656450.883,6394.645204,0,0,0,1,1,1,1,1,1,1,1
2823013.711,-3405065.618,139.9558331,0,0,0,0,0,0,0,0,0,0,0
3678392.679,1512050.295,4619.344446,0,0,0,1,1,1,1,1,1,1,1
1565103.465,-2035421.953,20.80295579,0,0,0,0,0,0,0,0,0,0,0
3708582.525,1542925.232,129399.0399,1,1,1,1,1,1,1,1,1,1,1
2762634.02,-3695704.166,110.9559758,0,0,0,0,0,0,0,0,0,0,0
4201683.341,1388899.099,12716.46461,0,0,0,1,1,1,1,1,1,1,1
2571431.662,-642524.9147,4143.772657,0,0,0,1,1,1,1,1,1,1,1
3537506.732,-2964292.892,7947.221766,1,1,1,1,1,1,1,1,1,1,1
-719261.5408,880828.7565,1705.146438,0,0,0,0,0,1,1,1,1,1,1
3557633.296,2000361.176,443.330401,0,0,0,0,0,0,0,0,0,0,0
2893456.685,-2721589.635,229.7212706,0,0,0,0,0,0,0,0,0,0,0
880800.2919,689419.6163,97414.7933,1,1,1,1,1,1,1,1,1,1,1
3487190.322,-2732537.296,1190.255013,1,1,1,1,1,1,1,1,1,1,1
3376494.22,-2289625.857,2177.212183,0,0,0,1,1,1,1,1,1,1,1
4241936.469,1635771.685,3853.795247,0,0,0,1,1,1,1,1,1,1,1
-789704.5152,1399141.133,804.2711398,0,0,0,0,0,0,0,0,0,0,0
-1715526.456,1822533.77,1959.994593,0,0,0,1,1,1,1,1,1,1,1
-1413627.997,921222.8875,10032.4182,0,0,0,1,1,1,1,1,1,1,1
1021686.239,1032506.287,30178.68452,0,0,0,1,1,1,1,1,1,1,1
3195355.144,-3267896.708,64747.85533,1,1,1,1,1,1,1,1,1,1,1
105927.5804,890923.8474,4750.025493,0,0,0,1,1,1,1,1,1,1,1
-759514.6691,518700.6414,2508.308143,0,0,0,1,1,1,1,1,1,1,1
3477127.039,2042423.3,364.164258,0,0,0,0,0,0,0,0,0,0,0
870737.0096,1916493.329,335.0057205,0,0,0,0,0,0,0,0,0,0,0
568838.5509,1002125.965,11893.8921,0,0,0,1,1,1,1,1,1,1,1
2108520.692,-3672197.801,233.2597218,0,0,0,0,0,0,0,0,0,0,0
2219216.793,-3428069.384,118.521156,0,0,0,0,0,0,0,0,0,0,0
2752570.738,-3683945.232,127.3471995,0,0,0,0,0,0,0,0,0,0,0
981433.1111,1512050.295,14065.48841,0,0,0,1,1,1,1,1,1,1,1
3446937.193,-1909534.372,6818.372031,1,1,1,1,1,1,1,1,1,1,1
2601621.508,-3754673.214,41.60849092,0,0,0,0,0,0,0,0,0,0,0
3366430.938,2116245.481,223.6443541,0,0,0,0,0,0,0,0,0,0,0
2350039.459,448522.201,778.4683755,0,0,0,0,0,0,0,0,0,0,0
-608565.4398,921222.8875,1721.317479,0,0,0,0,0,1,1,1,1,1,1
4352632.571,-1732440.82,7488.579072,0,0,0,1,1,1,1,1,1,1,1
1595293.311,-441855.9353,902.0811544,0,0,0,0,0,0,0,0,0,0,0
840547.1636,1958385.195,125.9241361,0,0,0,0,0,0,0,0,0,0,0
1736179.259,-532089.3692,12972.86119,0,0,0,1,1,1,1,1,1,1,1
-1091602.974,1491486.847,2272.940178,0,0,0,0,0,1,1,1,1,1,1
-618628.7208,810224.6548,11102.31806,0,0,0,1,1,1,1,1,1,1,1
3668329.397,-1888626.123,2059.988386,0,0,0,1,1,1,1,1,1,1,1
4080923.958,-1951412.446,6023.578605,0,0,0,1,1,1,1,1,1,1,1
3638139.551,-2300293.033,11914.35368,0,0,0,1,1,1,1,1,1,1,1
3245671.554,-1836443.297,1067.842487,0,0,0,0,0,1,1,1,1,1,1
1494660.492,-965040.2867,4266.355212,1,1,1,1,1,1,1,1,1,1,1
468205.7309,719595.4558,4555.889338,0,0,0,1,1,1,1,1,1,1,1
3970227.856,-41657.1083,29130.42128,0,0,1,1,1,1,1,1,1,1,1
-1433754.561,1154273.417,4829.327329,1,1,1,1,1,1,1,1,1,1,1
1353774.545,1154273.417,3290.364522,0,0,0,1,1,1,1,1,1,1,1
770104.19,508671.4124,3308.735043,0,0,0,1,1,1,1,1,1,1,1
2903519.968,-2699717.465,239.0595337,0,0,0,0,0,0,0,0,0,0,0
3024279.351,-3885454.553,1649.209277,1,1,1,1,1,1,1,1,1,1,1
3618012.987,328340.8813,2656.211623,0,0,0,1,1,1,1,1,1,1,1
3004152.787,-2300293.033,315.6332905,0,0,0,0,0,0,0,0,0,0,0
3638139.551,118284.7919,1540.560878,0,0,0,0,0,1,1,1,1,1,1
1595293.311,-1680613.556,621.6203382,0,0,0,0,0,0,0,0,0,0,0
3819278.626,-1878179.586,1554.877796,0,0,0,0,0,1,1,1,1,1,1
2883393.403,-2875577.969,264.7813059,0,0,0,0,0,0,0,0,0,0,0
3899784.882,-1484650.565,3578.91525,0,0,0,1,1,1,1,1,1,1,1
3909848.164,-1836443.297,74801.59288,0,0,0,1,1,1,1,1,1,1,1
3718645.807,-321682.3907,15360.34473,0,0,0,1,1,1,1,1,1,1,1
3275861.4,-271647.149,59584.25588,0,0,0,1,1,1,1,1,1,1,1
3990354.42,1042638.328,1031.446574,0,0,0,1,1,1,1,1,1,1,1
3406684.066,1399141.133,1575.406246,1,1,1,1,1,1,1,1,1,1,1
3205418.426,-1618566.995,906.7814841,0,0,0,0,0,0,0,0,0,0,0
2651937.918,-672676.5248,24698.2389,0,0,0,1,1,1,1,1,1,1,1
2893456.685,-2975420.541,857.3870857,0,0,0,0,0,0,0,0,0,0,0
3426810.63,-91639.6157,52682.57709,1,1,1,1,1,1,1,1,1,1,1
2883393.403,-1086589.651,1595.618409,0,0,0,0,0,1,1,1,1,1,1
2712317.61,-934710.372,1610.124031,0,0,0,0,0,1,1,1,1,1,1
931116.7013,1388899.099,10944.74849,0,0,0,1,1,1,1,1,1,1,1
-115464.6233,1123793.297,856.2503323,0,0,0,0,0,0,0,0,0,0,0
2933709.813,-3707474.657,115.9994292,0,0,0,0,0,0,0,0,0,0,0
1585230.03,-1117038.047,143.2640623,0,0,0,0,0,0,0,0,0,0,0
-860147.4887,1347966.833,9516.042878,0,0,0,1,1,1,1,1,1,1,1
1383964.39,-512028.7131,29.13845335,0,0,0,0,0,0,0,0,0,0,0
1635546.44,-1628897.263,1753.16361,1,1,1,1,1,1,1,1,1,1,1
3346304.374,-81642.7526,46105.88921,0,0,0,1,1,1,1,1,1,1,1
870737.0096,1368425.848,10507.93831,0,0,0,1,1,1,1,1,1,1,1
-115464.6233,1144110.438,596.0977194,0,0,0,0,0,0,0,0,0,0,0
689597.9342,1144110.438,11404.01153,0,0,0,1,1,1,1,1,1,1,1
2913583.249,-2677875.911,263.3390175,0,0,0,0,0,0,0,0,0,0,0
3658266.114,-2247019.668,6341.797884,0,0,0,1,1,1,1,1,1,1,1
2782760.584,-3462653.249,121.0428827,0,0,0,0,0,0,0,0,0,0,0
3638139.551,-2450312.772,282.2148138,0,0,0,0,0,0,0,0,0,0,0
3255734.837,-2853482.828,5960.101109,1,1,1,1,1,1,1,1,1,1,1
2792823.865,-874114.4066,1668.146519,0,0,0,0,0,1,1,1,1,1,1
3487190.322,-1899077.708,12740.94286,0,0,0,1,1,1,1,1,1,1,1
-648818.5673,1154273.417,3563.019375,0,0,0,1,1,1,1,1,1,1,1
3024279.351,-3439586.863,7027.641966,0,0,0,1,1,1,1,1,1,1,1
1544976.902,971768.7718,333.8619925,0,0,0,0,0,0,0,0,0,0,0
2933709.813,-2088105.308,201.703581,0,0,0,0,0,0,0,0,0,0,0
3507316.886,1979362.545,562.0796155,0,0,0,0,0,0,0,0,0,0,0
910990.1375,992004.3666,8534.127832,0,0,0,1,1,1,1,1,1,1,1
3265798.118,-3132134.219,838.4741353,0,0,0,0,0,0,0,0,0,0,0
-699134.9771,1032506.287,1502.110034,0,0,0,0,0,1,1,1,1,1,1
2017951.154,-3064756.401,1.733579649,0,0,0,0,0,0,0,0,0,0,0
2933709.813,-2634283.441,267.0743228,0,0,0,0,0,0,0,0,0,0,0
2923646.531,-2656064.67,250.2654493,0,0,0,0,0,0,0,0,0,0,0
4503581.8,-1628897.263,10380.83153,0,0,0,1,1,1,1,1,1,1,1
1212888.596,1317304.51,6480.71176,0,0,0,1,1,1,1,1,1,1,1
830483.8821,1022376.899,25151.28513,0,0,0,1,1,1,1,1,1,1,1
3678392.679,1378660.68,2622.378488,0,0,0,1,1,1,1,1,1,1,1
4413012.262,1113639.082,18060.9121,0,0,0,1,1,1,1,1,1,1,1
3678392.679,-552155.42,7987.199316,0,0,0,1,1,1,1,1,1,1,1
971369.8296,1368425.848,8934.196967,0,0,0,1,1,1,1,1,1,1,1
1897191.77,-2634283.441,3.467159298,0,0,0,0,0,0,0,0,0,0,0
1273268.288,1266268.639,6262.30667,0,0,0,1,1,1,1,1,1,1,1
951243.2659,1144110.438,41329.59109,0,0,0,1,1,1,1,1,1,1,1
669471.3704,850556.8808,11622.41662,0,0,0,1,1,1,1,1,1,1,1
840547.1636,538763.0694,767059.085,1,1,1,1,1,1,1,1,1,1,1
2017951.154,-2172694.306,353.6502484,0,0,0,0,0,0,0,0,0,0,0
2973962.941,-2975420.541,704.822619,0,0,0,0,0,0,0,0,0,0,0
4231873.187,759855.6608,38887.65524,0,0,0,1,1,1,1,1,1,1,1
2923646.531,-2067015.236,263.0056497,0,0,0,0,0,0,0,0,0,0,0
-1816159.275,1885128.416,870.2472931,0,0,0,0,0,0,0,0,0,0,0
3477127.039,-71646.0954,535.8472619,0,0,0,0,0,0,0,0,0,0,0
2591558.226,-803520.3132,4387.950626,0,0,0,1,1,1,1,1,1,1,1
3235608.272,-2930961.397,13176.02213,1,1,1,1,1,1,1,1,1,1,1
-1705463.174,1874683.563,4870.787088,0,0,0,1,1,1,1,1,1,1,1
900926.8556,1164439.371,7431.896541,0,0,0,1,1,1,1,1,1,1,1
4413012.262,-1639231.823,2886.859815,0,0,0,1,1,1,1,1,1,1,1
-658881.8496,1245877.439,2263.615295,0,0,0,1,1,1,1,1,1,1,1
3789088.78,168277.4483,28565.264,0,0,1,1,1,1,1,1,1,1,1
4282189.597,941433.9853,21715.12949,0,0,0,1,1,1,1,1,1,1,1
3124912.171,-3154666.912,2060.250732,1,1,1,1,1,1,1,1,1,1,1
2420482.433,-2439553.969,35.48539953,0,0,0,0,0,0,0,0,0,0,0
4111113.803,-401782.3697,1743.193317,0,0,0,0,0,1,1,1,1,1,1
-598502.1571,1225499.132,5718.759452,0,0,0,1,1,1,1,1,1,1,1
-356983.3904,749787.7709,13392.73845,0,0,0,1,1,1,1,1,1,1,1
-246287.2885,1022376.899,155.6818786,0,0,0,0,0,0,0,0,0,0,0
4402948.981,921222.8875,22237.91748,0,0,0,1,1,1,1,1,1,1,1
639281.5244,1093339.224,2461.649884,0,0,0,1,1,1,1,1,1,1,1
-1463944.407,1133950.408,6942.942017,0,0,0,1,1,1,1,1,1,1,1
3275861.4,-2699717.465,515.6931148,0,0,0,0,0,0,0,0,0,0,0
1021686.239,1532629.578,2855.864369,0,0,0,1,1,1,1,1,1,1,1
1977698.026,-481947.3939,9235.245945,0,0,0,1,1,1,1,1,1,1,1
3497253.603,2000361.176,20207.15801,0,0,0,0,0,0,0,1,1,1,1
3899784.882,-1993374.296,3771.252735,0,0,0,1,1,1,1,1,1,1,1
910990.1375,941433.9853,11755.09261,0,0,0,1,1,1,1,1,1,1,1
3114848.888,-2536631.294,246.5301441,0,0,0,0,0,0,0,0,0,0,0
1464470.646,-431835.9307,418.6581768,0,0,0,0,0,0,0,0,0,0,0
3678392.679,268297.7761,29356.47597,0,0,0,1,1,1,1,1,1,1,1
3457000.476,1409386.813,1357.699353,0,0,0,0,0,1,1,1,1,1,1
-367046.6719,639161.2601,10716.00986,0,0,0,1,1,1,1,1,1,1,1
327319.7838,769925.4841,15792.525,0,0,0,1,1,1,1,1,1,1,1
1746242.541,-1402570.632,12522.25033,1,1,1,1,1,1,1,1,1,1,1
1625483.157,-1035897.854,4283.352643,1,1,1,1,1,1,1,1,1,1,1
1957571.463,-361725.0646,2722.221711,0,0,0,1,1,1,1,1,1,1,1
3537506.732,-3008855.517,1542.37092,0,0,0,0,0,1,1,1,1,1,1
1796558.951,-1392327.38,14476.95491,1,1,1,1,1,1,1,1,1,1,1
3557633.296,1916493.329,611.5584549,0,0,0,0,0,0,0,0,0,0,0
3708582.525,1687502.526,1428.948882,0,0,0,1,1,1,1,1,1,1,1
3628076.269,1646109.114,5640.587691,0,0,0,1,1,1,1,1,1,1,1
548711.9871,1073050.616,3361.805439,0,0,0,1,1,1,1,1,1,1,1
4030607.548,779997.2703,9535.582281,0,0,0,1,1,1,1,1,1,1,1
1343711.262,1022376.899,16272.19973,0,0,0,1,1,1,1,1,1,1,1
-548185.7473,981885.3116,530.0507895,0,0,0,0,0,0,0,0,0,0,0
2038077.718,-3132134.219,5.200738947,0,0,0,0,0,0,0,0,0,0,0
3547570.013,-1494927.725,815.4349464,0,0,0,0,0,0,0,0,0,0,0
4352632.571,1481210.99,5287.929866,0,0,0,1,1,1,1,1,1,1,1
4231873.187,961654.7224,31747.00713,0,0,0,1,1,1,1,1,1,1,1
578901.8323,739721.7917,2616.778733,0,0,0,1,1,1,1,1,1,1,1
3094722.324,-1846869.952,2724.800381,0,0,0,1,1,1,1,1,1,1,1
2812950.429,-2787392.905,265.2066701,0,0,0,0,0,0,0,0,0,0,0
1303458.135,388413.8594,5931.078409,1,1,1,1,1,1,1,1,1,1,1
2732444.174,-2798387.757,287.6185014,0,0,0,0,0,0,0,0,0,0,0
2068267.564,-3428069.384,133.6515163,0,0,0,0,0,0,0,0,0,0,0
3970227.856,-1577288.232,7981.106836,0,0,0,1,1,1,1,1,1,1,1
1726115.977,-2385860.834,305.1100182,0,0,0,0,0,0,0,0,0,0,0
-1806095.994,1573836.583,8675.459938,0,0,0,1,1,1,1,1,1,1,1
2007887.872,-3075963.344,1.733579649,0,0,0,0,0,0,0,0,0,0,0
3557633.296,-2450312.772,2788.255384,0,0,0,0,0,0,0,0,0,0,0
860673.7281,1184780.32,15400.62054,0,0,0,1,1,1,1,1,1,1,1
2118583.974,-3416562.319,45.39108101,0,0,0,0,0,0,0,0,0,0,0
3758898.935,1968871.227,61.35376085,0,0,0,0,0,0,0,0,0,0,0
3326177.81,-3008855.517,1361.73243,1,1,1,1,1,1,1,1,1,1,1
-206034.161,1184780.32,702.6168995,0,0,0,0,0,0,0,0,0,0,0
3205418.426,-1690970.012,1530.611498,1,1,1,1,1,1,1,1,1,1,1
-769577.9506,1093339.224,3527.083728,0,0,0,1,1,1,1,1,1,1,1
4080923.958,1584148.595,1370.552297,0,0,0,1,1,1,1,1,1,1,1
-246287.2885,1032506.287,81.93783084,0,0,0,0,0,0,0,0,0,0,0
4443202.108,-1361619.263,1335.577112,0,0,0,0,0,1,1,1,1,1,1
